bbl,bin,address,zipcode,bldgtype,ess,year,gfa,numbldgs,numfloors,eui,energy,wui,ghg,primary_type,other_types_dict,has_datacenter,electricity,bedrooms,natural_gas,steam,worker_dens,res_units,diesel,fuel_4,fuel_2,fuel_5_6
1012720045,1035054,6 W 57th Street,10019,Office,96,1917,64395,1,11,93.2,5999285.5,,3.44,Office,,0,1451082.7,,0,1011139.9,2.3,,,,,
1006950044,1080302,508 West 24th street,10011,Multifamily Housing,,2013,56776,,,86.1,4889003.5,,2.44,,,,,,,,,,,,,
1013020033,1036217,160 E 48,10017,Multifamily Housing,,1929,307748,1,16,154.3,47500274.6,,6.49,,,,,,,,,,,,,
2027350005,2005882,916 Southern Blvd.,10459,Multifamily Housing,8,1911,50030,1,6,164.3,8217812.7,,7.74,,,,,,,,,,,,,
1008400028,1016000,21 W38TH STREET,10018,Office,63,1917,68827,1,17,174.5,12009567.6,6.98,6.98,Office,"{'Retail Store': 8928.0, 'Office': 59899.0}",0,2111066.4,,5974778.4,,2.83811,,,,284289.1,
1008340057,1015769,18 West 33rd Street,10001,Office,57,1912,178950,2,11,214.7,38426275.7,8.14,6.71,,,,,,,,,,,,,
1008170072,1080629,30 West 16th St.,10011,K-12 School,66,1965,210901,5,5,92.5,19502729.7,,3.82,,,,,,,,,,,,,
3067560001,3181549,1810 Avenue N,11230,Multifamily Housing,93,1935,66240,1,6,71.4,4728758,,3.05,Multifamily Housing,,0,601569.7,48,2735099.8,,,48,,,855599.9,
1013150001,1037545,200  East  42nd  St.,10017,Office,86,1956,384432,1,28,184.1,70781242.6,,6.38,Office,,0,1792352.6,,,19325084.3,3.7718,,,,,
1014240006,1043905,205 East 69th Street ,10021,Multifamily Housing,,1929,89788,1,11,102.5,9204560.9,23.65,5.25,,,,,,,,,,,,,
1012840021,1035439,415 Madison Avenue,10017,Office,89,1956,237258,1,24,161,38207993,14.11,4.53,Office,"{'Financial Office': 25139.0, 'Office': 212119.0}",0,11585655.8,,,1467822.9,3.63475,,,,,
1012700038,1-01270-0038,700 5th Avenue,10019,Hotel,29,1902,282695,1,23,267.4,75585784.4,70793.93,7.04,Hotel,"{'Hotel': 274025.0, 'Retail Store': 6748.5}",0,23530867,,,,,,,,,
1003530035,1087502,105 Norfolk Street,10002,Multifamily Housing,12,2006,50563,,,149.6,7566156.7,,5.19,,,,,,,,,,,,,
1013797502,1041086,610 Park Avenue,10065,Multifamily Housing,9,1925,219059,1,15,138.9,30437415.5,,5.79,Multifamily Housing,,0,5138005.6,110,349356,12110753.6,,68,,,,
1000820057,"1080686; 1080687",24-28 West 25th Street,10010,Office,,1911,103754,,,124.5,12920972.4,,3.29,,,,,,,,,,,,,
1014740031,1046251,500 East 62nd Street,10021,Hotel,48,1974,149262,1,20,201.2,30035925.4,,7.12,Hotel,"{'Hotel': 146262.0, 'Restaurant': 3000.0}",0,7335605.4,,9445634.6,,,,,,,
1008167501,1015294,22 West 15th Street,10011,Multifamily Housing,3,1989,132662,1,22,145.3,19272345.2,,5.46,Multifamily Housing,,0,3819734,52,6770000.2,,,40,,,,
1019247501,1058418,163 Saint Nicholas Avenue,10026,Multifamily Housing,14,2003,74087,1,8,152.4,11290010.9,45.48,5.99,Multifamily Housing,,0,1833359.8,103.72,4411399.9,,,88.9,,,,
4031490019,4074416,75-10 Yellowstone Blvd,11374,Other,,1956,57600,1,6,118.9,6849370.9,,4.96,Other,,0,949252.5,,3363500,,,,,,,
5007140001,"5154742;5018077",25 Fanning Street,103145307,Senior Care Community,83,1968,167700,1,8,182.6,30627532.9,0,4.89,,,,,,,,,,,,,
1008370036,1015897,3 West 35th Street,10001,Office,66,1912,89328,1,12,187.6,16755495.7,14,6.92,Office,"{'Other': 1528.0, 'Retail Store': 5300.0, 'Office': 82500.0}",0,4416880.4,,,,3.26061,,,,2811384.9,
3002190001,3001617,97 Columbia Heights,11201,Residence Hall/Dormitory,84,1987,89889,1,12,99,8897897.3,,3.85,Residence Hall/Dormitory,,0,1516975.2,,3850900.2,,,,,,,
2029290024,"2009650;2809277",1605 Fulton Avenue,10457,Multifamily Housing,66,1928,53018,1,6,124.9,6621190.2,54.46,5.11,Multifamily Housing,,0,965968.7,94,3436674.6,,,48,,,,
4031700001,4075121,100-11 67 Road,11375,Multifamily Housing,,1950,137820,1,6,107,14740448.5,,4.91,Multifamily Housing,"{'Multifamily Housing': 137120.0, 'Office': 700.0, 'Parking': 11250.0}",0,1854821.3,182,6492599.7,,2.85714,156,,,2263199.9,
4021130001,4050798,"64-11 99 Street,",11374,Multifamily Housing,32,1952,131340,2,6,127.3,16724621.2,,6.17,Multifamily Housing,"{'Multifamily Housing': 131340.0, 'Parking': 8750.0}",0,1927498.9,238,8626700.2,,,119,,,,
3052340001,3121110,1302 Newkirk Avenue,11230,Multifamily Housing,38,1931,95040,1,6,124,11788654.4,,5.45,,,,,,,,,,,,,
1002847503,1003623,"173-175 East Broadway, New York",10002,Multifamily Housing,,1912,50673,1,10,138.8,7031181.9,,5.24,,,,,,,,,,,,,
1006460032,1012232,414 West 14th Street   (418 West 14th St),10014,Office,69,2008,51744,1,6,179,9260410.6,,5.2,Office,,0,2752042.4,,718915.6,,2.89889,,,,,
2034130018,,2120 Tiebout Avenue,10457,Multifamily Housing,14,1927,63765,,,179.4,11439445.1,,7.8,,,,,,,,,,,,,
3031510000,3396904,87 Melrose Street,11206,Multifamily Housing,56,2009,54500,,,136.9,7462941.5,,5.34,,,,,,,,,,,,,
1011507504,1030267,172 W 79 St,10024,Multifamily Housing,,1930,105407,1,19,173.6,18295241.1,44.37,8.87,,,,,,,,,,,,,
1057500017,1083136,66 W.12th Street,10011,College/University,,1931,126418,,,190.8,24114654.1,22.29,8.66,,,,,,,,,,,,,
2023340045,2000961,250 East 144th Street,10451,Multifamily Housing,16,2014,110000,,,175.3,19284625.6,,4.63,,,,,,,,,,,,,
1014470027,1088591,1355 First Avenue,10021,Multifamily Housing,100,2009,118168,,,54.4,6428208.2,,1.44,,,,,,,,,,,,,
2044290035,2051304,678-98 Allerton Avenue,10467,Multifamily Housing,34,1928,124964,1,6,148.8,18599876,,7.9,,,,,,,,,,,,,
1012310064,1032795,498 West End Avenue,10024,Multifamily Housing,93,1955,85127,,,81.3,6920707.2,,5.48,Multifamily Housing,,0,625743.9,104,4379518.2,,,47,,0,,
1021800067,1064402,56 Bennett Avenue,10033,Multifamily Housing,83,1920,80000,1,6,110.6,8851556.7,,6.19,Multifamily Housing,,0,837432,142,4336826,,,75,,,0,0
2031140052,"2013047;2807245;2813528",2375 Southern Boulevard,10460,Multifamily Housing,,1975,104175,1,2,210.5,21933725.4,,7.1,K-12 School,,0,1472892.1,,,,,,,,,
4068070002,"4440186;4440187;4440188;4440189;4440190",73-07 153rd Street,11367,Multifamily Housing,88,1950,103646,5,3,93.7,9707832.1,,4.04,,,,,,,,,,,,,
1016380001,"1087483;1811126",100 East 111th St,10029,Multifamily Housing,47,2001,75449,1,6,139.6,10533017.8,,5.32,Multifamily Housing,,0,1933787.5,112,4219051.9,,,93,,,,
4115447501,4518436,94-28 Magnolia Court,11417,Multifamily Housing,,2003,74300,16,3,107.7,8002271.1,,4.56,,,,,,,,,,,,,
4114257502,4594603,151-21 78th Street,11414,Multifamily Housing,,1986,158393,24,3,76.4,12108618.3,,2.91,,,,,,,,,,,,,
1014970046,1046837,64 East 86th Street,10028,Multifamily Housing,,1917,80640,1,14,97.3,7844337,,4.16,Multifamily Housing,,0,1081615.1,70,4058316.1,,,39,,,,
1007537502,1013497,308-312 West 30th Street,10001,Multifamily Housing,89,1925,53400,1,11,105.9,5653124.3,,5.56,Multifamily Housing,,0,1092543.7,119,,,,61,,3069942.2,,
4021520133,"4432081;4432082",65-30 108th Street,11375,Multifamily Housing,21,1950,79800,3,6,168.8,13473399.8,,7.51,,,,,,,,,,,,,
1010260049,"1078860;1078861;1078862",230 West 55th Street,10019,Multifamily Housing,,1979,177745,,,216.4,38458846.5,,11.19,,,,,,,,,,,,,
4053740027,4443542,144-64 Sanford Avenue,11355,Multifamily Housing,,1952,178558,4,6,131.9,23557005.9,,7.19,,,,,,,,,,,,,
4096670025,4206537,82-41 135th Street,11435,Multifamily Housing,,1952,66175,1,6,123.2,8150924.6,,4.98,Multifamily Housing,,0,850419.7,126,3922066.3,,,84,,,843897.7,
1018827501,1056918,527 West 110th St,10025,Multifamily Housing,,1920,47387,1,9,120.9,5728001.4,,8.49,,,,,,,,,,,,,
2045680034,2055560,3041 Cruger Avenue,10467,Other,,1930,38604,1,4,57.4,2214903,,1.77,,,,,,,,,,,,,
2032830055,,357 E 195th  St.,10458,Multifamily Housing,,1942,50000,1,6,153.4,7667929,,9.15,,,,,,,,,,,,,
4101010015,4444505,161-10 JAMAICA AVENUE,11432,Bank Branch,89,1940,18000,2,6,125.9,2266755.7,81.92,3.33,,,,,,,,,,,,,
2033270132,2017782,3433 Dekalb Ave,10467,Multifamily Housing,69,1927,93712,1,6,107.5,10077618.1,116.09,6.23,Multifamily Housing,,0,1227647.8,112,512700,,,82,,6300279.4,,
2022150586,1064685,130 West 228th Street,10463,Multifamily Housing,16,1930,59728,,,166.3,9935368.1,,10.46,,,,,,,,,,,,,
1006977501,1087496,545 West 25th St,10001,Office,37,2005,78080,1,20,183.3,14312547.2,,5.68,Office,,0,3802296.5,,1803764.6,,0.15369,,,,,
2032730001,2102048,463 East Fordham Road,10458,Other - Recreation,,1991,232391,39,6,63.4,14741982.7,,1.68,,,0,4927337.5,,,,,,,,,
3020230001,3335125,652 Kent Ave.,11249,Other,,1960,92000,92,15,152.3,14007707.8,6.21,4.68,,,,,,,,,,,,,
4083370001,"4455936;4455938;4455948",58-42 251 Street,11362,Multifamily Housing,20,1951,52738,12,2,167.6,8841382.6,,6.51,Multifamily Housing,"{'Multifamily Housing': 52738.0, 'Parking': 4181.0}",0,1213043.4,116,4811425.6,,,56,,,,
4083490036,"4455975;4455983;4455993;4455963",252-10 58th Ave,11362,Multifamily Housing,14,1951,54270,21,2,173.1,9392372.5,,7.22,Multifamily Housing,"{'Multifamily Housing': 54270.0, 'Parking': 4155.0}",0,5544.5,112,5977620.2,,,62,,,,
4083530001,"4456025;4456026;4456027;4456028;4456029;4456030;4456031;4456032;4456033;4456034;4456035;4456036;4456037;4456038;4456039;4456040;4456041;4456042;4456043;4456044;4456045;4456046;4456047;4456048;4456049;4456050;4456051",249-34 60th Avenue,11362,Multifamily Housing,29,1952,45512,85,2,151.5,6893509.5,,6.26,Multifamily Housing,"{'Multifamily Housing': 45512.0, 'Parking': 4506.0}",0,850006.5,88,3761279.6,,,52,,,,
4083740056,"4456333;4456334;4456335;4456336;4456337;4456338;4456339;4456340;4456341;4456342;4456343;4456344;4456345;4456346;4456347;4456348;4456349;4456350;4456319;4456320;4456321;4456322",252-58 63 Avenue,11362,Multifamily Housing,37,1954,38054,43,2,145.4,5531391.3,,5.87,Multifamily Housing,"{'Multifamily Housing': 38054.0, 'Parking': 3646.0}",0,741518.6,76,3998895.8,,,44,,,,
4083740056,"4456323;4456324;4456325;4456326;4456327;4456328;4456329;4456330;4456331;4456332;4456309;4456310;4456311;4456312;4456313;4456314;4456315;4456316;4456317;4456318",252-08 63 Avenue,11362,Multifamily Housing,8,1954,35402,43,2,186.9,6615832,,7.92,Multifamily Housing,"{'Multifamily Housing': 35402.0, 'Parking': 3314.0}",0,600953.3,72,5189485.4,,,40,,,,
4083730002,"4456148;4456149;4456150;4456151;4456152;4456153;4456154;4456155;4456156;4456157;4456158;4456159;4456160;4456161;4456175;4456176;4456177;4456178;4456179;4456180;4456181;4456182;4456183;4456184;4456185;4456186;4456187;4456188",63-10 252 Street,11362,Multifamily Housing,22,1954,43778,56,2,159.8,6993784.5,,6.39,Multifamily Housing,"{'Multifamily Housing': 43778.0, 'Parking': 3200.0}",0,997077.4,88,4466861.2,,,48,,,,
4083630001,"4456220;4463805;4456236",253-44 61 Avenue,11362,Multifamily Housing,49,1953,62516,10,2,136.3,8519793.4,,5.5,Multifamily Housing,"{'Multifamily Housing': 62516.0, 'Parking': 4624.0}",0,1202534.4,132,5415885.9,,,70,,,,
4083670002,4454128,61-40 Little Neck Parkway,11362,Multifamily Housing,21,1953,31709,19,2,162.2,5144032.1,,6.56,Multifamily Housing,"{'Multifamily Housing': 31709.0, 'Parking': 1138.0}",0,690346.5,68,2887316.4,,,32,,,,
4083670002,4454129,255-26 61 Avenue,11362,Multifamily Housing,22,1953,49143,19,2,158.5,7790062.9,,6.35,Multifamily Housing,"{'Multifamily Housing': 49143.0, 'Parking': 2062.0}",0,1041680.2,94,4993684.6,,,58,,,,
4083590006,"4456086;4456087;4456088;4456089;4456090;4456091;4456092;4456093;4456094;4456115;4456116;4456117;4456118;4456119;4456120;4456121;4456122;4456123;4456124",255-25 61 Avenue,11362,Multifamily Housing,14,1953,35748,41,2,171.6,6134140.9,,7.14,Multifamily Housing,"{'Multifamily Housing': 35748.0, 'Parking': 1520.0}",0,733834.7,72,3259333.2,,,40,,,,
4083580001,"4315311;4315312;4315313;4467696",252-14 60th Avenue,11362,Multifamily Housing,28,1952,50694,19,2,152.3,7721271.4,,6.26,Multifamily Housing,"{'Multifamily Housing': 50694.0, 'Parking': 4768.0}",0,950525,100,5261624.6,,,56,,,,
4083590006,"4456085;4456097;4456098;4456099;4456100;4456101;4456102;4456103;4456104;4456105;4456106;4456107;4456108;4456109;4456110;4456111;4456112;4456113;4456114;4456125",60-22 Little Neck Parkway,11362,Multifamily Housing,12,1953,32844,41,2,171.6,5637474,,7.02,Multifamily Housing,"{'Multifamily Housing': 32844.0, 'Parking': 1520.0}",0,726342,60,3256465.5,,,40,,,,
4083730002,"4456129;4456132;4456133;4456134;4456135;4456136;4456137;4456138;4456140;4456141;4456142;4456143;4456144;4456145;4456146;4456147;4456162;4456163;4456164;4456165;4456167;4456168;4456169;4456170;4456171;4456172;4456173;4456174",63-07 Marathon Parkway,11362,Multifamily Housing,19,1954,52803,56,2,163,8608114.8,,6.66,Multifamily Housing,"{'Multifamily Housing': 52803.0, 'Parking': 4000.0}",0,1133104.8,104,5239066.7,,,60,,,,
4120990001,4262620,14402 135Th Ave.,11436,Hotel,17,1988,210000,0,0,305.9,64238991.1,75.19,11.13,,,,,,,,,,,,,
1005300001,1008467,670 Broadway,10012,Office,,1900,68450,1,5,123.7,8465222.5,0,5.79,Office,"{'Other': 21912.0, 'Office': 71652.0}",0,535349.4,,,,3.48909,,,,3476603.6,
1008867503,1076154,127 EAST 30TH STREET,10016,Multifamily Housing,,1989,75000,1,19,95.9,7195797.8,56.7,5.73,Multifamily Housing,,0,685129.6,105,84300,,,90,,3949884.1,,
3002440001,3002007,205 Montague Street,11201,Office,38,1962,88948,1,6,294.1,26155881.4,21.95,8.71,Office,"{'Financial Office': 27830.0, 'Other': 13569.0, 'Office': 47549.0}",0,6681107.1,,2613453.8,,3.92501,,,,,
1006460047,1012238,29 9th avenue,10014,Hotel,,1910,69160,,,76.5,5289310.2,250.75,2.83,,,,,,,,,,,,,
1021800474,1064457,200 Bennett Avenue,10040,Multifamily Housing,,1937,55505,1,6,77.4,4297496.5,22.03,5.87,Multifamily Housing,,0,647459.5,68,129236.4,,,49,,4696674.1,,
3014290156,3330717,805 East New York Avenue,11203,Multifamily Housing,90,2012,68603,4,6,98.8,6779224.2,,2.61,Multifamily Housing,,0,2110714.8,96.04,,,,90,,,,
3013620050,3330829,151 Rochester Avenue,11213,Multifamily Housing,83,1927,50543,1,4,109.4,5529622.3,,2.89,Multifamily Housing,,0,2109980.7,70.76,,,,65,,,,
1002200031,,174 Hudson Street,10013,Office,78,1910,51750,1,6,155.8,8061251.5,9.74,4.11,Office,,0,1919751.9,,,,2.80193,,,,,
1008620016,1017012,152 Madison Ave,10016,Office,,1928,98000,1,22,168.1,16469076.3,26.18,6.35,Office,"{'Other': 1325.0, 'Medical Office': 3116.0, 'Office': 93559.0}",0,3452941.9,,5933064.2,,2.45834,,,,,
1018290029,1055157,1864 Adam Clayton Powell Blvd,10026,Multifamily Housing,76,1912,63900,1,7,102,6518122,,6.18,Multifamily Housing,,0,776747.7,75,160173,,,35,,,4024529.3,
1008680036,1017236,70 Park Avenue,10016,Hotel,33,1928,86200,1,15,294.3,25372549.3,122.03,9.66,Hotel,,0,5942181.2,,189258.8,5403797.3,,,,,,
4033370060,3256935,82-40 Austin Street,11415,Multifamily Housing,99,1953,55146,1,6,76,4192737.5,27.57,4.54,Multifamily Housing,,0,960193.2,87,159953.4,,,63,,970900.1,,
1010897501,1087678,601 W41st St,10036,Multifamily Housing,11,2008,88109,1,12,176.3,15535471.2,49.91,7.63,Multifamily Housing,,0,1793359.6,126,9869469.2,,,83,,,,
1013610001,1040076,3 Mitchell Place,10017,Other - Lodging/Residential,,1920,152000,1,26,133.2,20240551.7,18.16,6.21,,,,,,,,,,,,,
1018337504,1055288,400 Central Park West,10025,Multifamily Housing,36,1961,324023,1,19,131.1,42467690.6,,5.24,Multifamily Housing,,0,6020445.2,453.63,24175200,,,388.83,,,,
1001970011,1002357,139 Centre Street,10013,Office,66,1910,159993,,,176.9,28304307.4,60.03,5.44,,,,,,,,,,,,,
1013930040,1041877,74 East 79th Street,100750264,Multifamily Housing,3,1987,51055,1,19,186.2,9507459.7,,7.24,Multifamily Housing,,0,1820134.3,56,3933528.6,,,28,,,,
1016150014,1051601,23 East 109th St,11029,Multifamily Housing,15,1920,69160,1,6,159.5,11028644.6,,8.4,,,,,,,,,,,,,
4099540066,4213294,185-01 Hillside Avenue,11432,Multifamily Housing,86,1961,99792,1,6,116.4,11618747.4,,4.86,Multifamily Housing,,0,1530510,250,6877699.8,,,125,,,,
4099370042,4212921,87-24 Midland Parkway,11432,Multifamily Housing,80,1959,64857,1,6,110.6,7174279.9,,4.64,Multifamily Housing,,0,2185265.2,118,3744700.2,,,59,,,,
4098330035,4210382,88-10 178th Street,11432,Multifamily Housing,85,1963,118793,1,6,115.1,13668538.9,64.24,4.73,Multifamily Housing,,0,1938199.4,278,7748499.7,,,139,,,,
4098350003,"4589727;4540697",175-20 Wexford Terrace,11432,Multifamily Housing,100,1969,358370,1,15,62.4,22371651.9,,1.76,Multifamily Housing,,0,6334667.5,684,26760299.1,,,342,,,,
4098340056,4210397,175-21 88th Avenue,11432,Multifamily Housing,100,1963,105994,1,6,52.4,5552154.8,,1.6,Multifamily Housing,,0,1588262.5,220,6281799.7,,,110,,,,
1008230017,1088714,37 West 21st Street,10010,Multifamily Housing,96,2008,151236,1,15,71.7,10841517.8,26.39,2.5,Multifamily Housing,"{'Multifamily Housing': 133814.1, 'Retail Store': 5000.0}",0,4228895.2,113,3003358,,,109,,,,
3052110011,3120342,410 East 25th Street,11226,Multifamily Housing,47,1963,60742,1,7,118.6,7206227.5,98.9,5.83,Multifamily Housing,,0,735213.1,69,3198741.4,,,57,,,131476.6,
4049467501,4308685,3370 Prince Street,113542745,Office,84,1985,63966,1,8,123.2,7882374.6,54.92,4.67,Office,,0,1729123,,2985895,,4.68999,,,,,
1020970047,2815351,736 Riverside Drive,10031,Multifamily Housing,100,1926,67248,1,6,55.8,3753900.7,104.08,1.64,Multifamily Housing,,0,1112298.4,100,175400,,,60,,5670055.7,,
1013140015,1087632,222 East 41st St.,10017,Office,83,2002,384607,0,0,194.2,74674094,12.81,5.81,Office,"{'Office': 384607.0, 'Parking': 6464.0}",0,21716823.2,,,6207308.4,3.58548,,,,,
1008290036,1015687,236 5th Ave,10001,Office,25,1908,66000,1,11,287.3,18963012,,8.77,Office,,0,5253627.3,,3173299.9,,1.66667,,,,,
4000347501,4533745,5-49 Borden Ave,11101,Multifamily Housing,83,2007,120638,1,12,109.3,13185474.4,,3.26,Multifamily Housing,,0,3923393.7,212,455900,,,132,,,,
4062847501,4433427,213-02 42nd Ave,10016,Multifamily Housing,,1993,67200,1,9,92.4,6211594.1,,3.1,,,,,,,,,,,,,
2057450012,2083473,2727 Palisade Ave,10463,Multifamily Housing,66,1955,212433,1,11,104.2,22140150.8,,5.42,Multifamily Housing,,0,2613953.2,210,13117299.8,,,129,,,,
3060270045,3152871,557 85th Street,11215,Multifamily Housing,78,1927,70000,1,4,79.2,5542169.4,,3.8,Multifamily Housing,,0,688732.8,72,3448709.6,,,67,,,0,
3086920001,3245123,3111 Brighton 7th St.,11235,Multifamily Housing,91,1928,84420,1,6,81.5,6878892.6,,3.75,Multifamily Housing,,0,727410,86,4389532.2,,,72,,,0,
1021230048,1062957,21 Audubon Avenue,10032,Urgent Care/Clinic/Other Outpatient,,1937,72500,1,6,161.6,11715690.8,,4.34,Urgent Care/Clinic/Other Outpatient,"{'Urgent Care/Clinic/Other Outpatient': 41431.5, 'Medical Office': 12500.0, 'Office': 22500.0}",0,3496266.9,,33053.6,,3.28889,,,,,
1012770006,1035346,1-3 East 42nd Street,10017,Office,41,1927,66546,1,15,217.7,14484089.2,4.45,7.08,Office,,0,4079431.4,,,2142781,1.27731,,,,,
1013477501,1039961,300 East 55th St,10022,Multifamily Housing,,2004,188598,1,31,193.1,36424887.7,,6.36,,,,,,,,,,,,,
3006120130,3336703,1 Beard St,11231,Retail Store,85,2008,348000,2,3,189.1,65811867.6,25.36,5.72,,,,,,,,,,,,,
1000071260,1081059,59 W 44th St.,10036,Hotel,94,2010,150000,,,86.1,12918276.9,23.35,3.14,Hotel,,0,5634294.1,,1522100,7743472.1,,,,,,
5000050057,5000026,33 CENTRAL AVE,10301,Multifamily Housing,96,1923,75000,1,6,80.2,6017439,37.61,3.67,Multifamily Housing,,0,681267.9,98,2813997.8,,,55,,,674337,
4096950014,"4440055;4440056;4440057;4440058;4440059;4440060",150-01 thru 150-11 88th Ave.,11432,Multifamily Housing,81,1931,99000,4,7,81.9,8110552,,4.09,,,,,,,,,,,,,
2038520001,2027286,2500 Halsey Street,10461,Office,63,1981,153816,1,2,265.7,40868232.7,,7.67,Office,,0,5589613.2,,3187174.2,,4.03079,,,,,
3086860037,3245065,3105 Brighton 3 Street,11235,Multifamily Housing,89,1928,59640,1,6,99,5904033.6,64.56,4.09,,,,,,,,,,,,,
3078190046,"3217221;3820122",3857 Kings Highway,11234,Multifamily Housing,21,1950,84368,1,6,160.7,13560095,84.51,6.45,Multifamily Housing,,0,1899681.2,126,5116215.6,,,84,,,,
3050650030,3116228,140 Clarkson Ave,11226,Multifamily Housing,78,1931,76440,1,6,97.5,7456133.3,,4.36,Multifamily Housing,,0,818326.5,89,4259022,,,59,,,,
3075590011,3205936,777 East 31 Street,11210,Multifamily Housing,66,1961,121664,1,6,119.2,14497531,,5.18,Multifamily Housing,,0,1655295.7,188,8663085.1,,,125,,,,
3013330006,3035499,560 Lefferts Ave,11225,Multifamily Housing,78,1938,60707,1,6,103.3,6272949.3,61.49,4.57,Multifamily Housing,,0,706440.1,83,3592558.3,,,55,,,,
3013330013,3035500,570 Lefferts Ave,11203,Multifamily Housing,52,1938,55123,1,6,122.1,6731530.1,,5.42,Multifamily Housing,,0,682889.7,72,3989007.1,,,48,,,,
3051600001,3118770,1710 Cortelyou Road,11226,Multifamily Housing,,1960,147088,1,6,111.5,16396904.5,,4.73,Multifamily Housing,"{'Multifamily Housing': 145238.0, 'Medical Office': 1850.0}",0,2039439,198,9029454.5,,,132,,,,
1075807501,1013558,333 W. 34th Street,10001,Office,62,1954,338409,,,220.3,74557090,16.61,6.41,,,,,,,,,,,,,
1007790075,1014306,392-400 8th Ave,10001,Office,44,1922,66400,1,8,242.1,16072553.3,,7.5,Office,,0,4579449.7,,1401,,2.30422,,,,1863772.4,
1014100033,1043149,177 E. 75th Street,10021,Multifamily Housing,48,1962,145000,1,21,138.3,20059419.4,2182.03,6.66,Multifamily Housing,,0,1446508.7,220,164393.5,11985149.5,,99,,,,
1012910051,1035775,555 Madison Ave,10022,Office,89,1962,498531,1,33,137.2,68391999.7,49.41,4.53,Office,,0,15255063,,,8381669.3,1.8053,,,,,
2028500023,2116641,1765 Townsend Avenue,10453,Multifamily Housing,47,2008,96834,1,11,134.8,13048791.2,7696.21,5.18,,,,,,,,,,,,,
1005800063,1088514,181 Varick St,10014,Hotel,97,2010,214000,1,19,63.5,13592850.9,12.34,1.97,Hotel,,0,3532556.3,,2235200.1,,,,,,,
1010330036,1083728,300 West 43rd Street,10036,Office,68,1908,72038,2,6,181,13037688.8,,7.14,Office,,0,2739624.1,,2355039.4,,2.30434,,,2042623.3,,
1004990007,1007605,110 Greene Street,10012,Office,85,1910,170150,1,13,146.2,24877830.9,,4.44,,,,,,,,,,,,,
1007630018,1013681,333 West 39 Street,10018,Office,86,1929,92337,1,14,159.5,14728375.6,9.79,7.12,Office,,0,3384803.2,,1457.6,,4.49441,,,3107547.4,,
1007620042,1013646,589 Eighth Avenue,10018,Office,86,1928,117850,1,23,156.5,18447566.1,8.48,6.9,Office,,0,3995638.2,,5148.5,,3.1311,,,3672774.5,,
